5.789485234608797	10.263178370442866	O2	咱，今天来讲看看，有啥物好的软件推荐吗。
10.571449662155803	15.20303784984284	O2	汝，汝现在目前都是在用啥物软件伫讲话，聊天之类的。
15.406045773653798	18.315826014944193	O1	咱毋是，微信，微信尔尔。
18.48123987879016	21.766960719730474	O2	微信，啊无QQ哩，啊遐钉钉也可以迄个。
22.27823993525437	25.917344939865615	O1	QQ迄是多早之前着，迄古老的啊。
26.36095484745252	27.556445954339264	O2	迄佫算古老。
27.571483578325267	30.142917279930735	O1	现在怎有可能有人说，说伊有QQ的。
30.571489563531646	34.96247576744273	O2	提供QQ的，今目前吼，因为微信的迄个接受说。
35.21811537520468	39.39105603131881	O2	文件的迄个内存太小啊，也拢有在用QQ。
40.000079802751685	46.79708584442228	O2	啊这个，QQ虽然是我尚爱的一个迄喽啊，若毋是后壁因为微信要用迄个迄喽啊转账。
46.93242446029625	49.51889578588771	O2	不然我也不会转到微信的来耍。
49.73694133368466	53.458753270218885	O1	安尼毋，我感觉我也是用微信用较侪。
53.59409188609286	58.31590581769588	O2	我是QQ用较侪，但是我今目前QQ嘛是放在遐荒废。
59.01515533304473	62.24072567804106	O2	确实今，今主流着是迄个微信。
62.902381133424925	63.81967619657073	O1	哦，安尼啊。
64.0001276844027	69.39863469537558	O1	我是感觉无啦，我拢基本上拢是用微信，因为微信也较方便呐。
69.81216935499049	77.06782292823397	O1	今微信又有，一直更，更新迄个嘞，用以后的迄种较好。
77.58662095575087	81.99264478364796	O1	以前的微信只会使对应聊天，敢有，朋友圈迄种。
83.42873787431068	86.72197752724398	O1	拢是后壁啊慢慢啊变作较先进的安尼。
86.89491020308294	90.9249934313301	O2	岂是因为微信开始有迄个转账啊，付钱啊。
91.81221324650392	94.94755784758428	O2	电子的迄个钱啊，是啊，今又说有啥物哩。
95.52650637104514	99.09042325572639	O1	接龙啊吼，接龙这种是较用作迄种。
102.14306092488377	106.60171643673185	O1	比如即个疫情啊，咱呐要安怎样讲问因讲有拍疫苗毋。
106.96261941239577	110.20322738137808	O1	因会使在遐，群里嘞接龙迄是真方便。
110.631799664979	111.38368086427884	O1	所以讲。
111.72202740396378	114.35361160151322	O1	今我感觉我较喜欢用微信啊。
114.45887496941522	121.36114437898777	O2	我是感觉吼，在目前吼，微信伊发展到这样，就是因为伊迄个转迄个钱嘛。
121.53407705482675	124.42881967213114	O2	汝今出去外口吼，汝嘛不可能带现金。
126.21829692646477	127.15062961359659	O1	只是。有啦。
128.5265722083153	129.72206331520206	O1	少到要迄喽啊。
132.45059491631847	135.87997033746777	O2	别人的二维码扫一下，安尼着会使啊。
136.28598618508968	139.30854860627505	O2	根本免讲嗯，现金拿起来找钱啊。
139.564188214037	141.83486943592254	O2	找得零散散的，佫不一定有现找。
142.33862983945338	147.69954279046127	O1	啊以前到今即样，即个一分啊，啥物一角啊，开始算。
148.1205962620692	149.83488539647286	O1	以前是真正拢毋安尼。
151.4739864109465	153.3687270331821	O2	对，安尼安尼看起来也是不错。
154.06045773653798	159.55670930341984	O1	迄个钉钉啊，是学生在用的，全在用办公的嘛，办公的软件。
160.2033271348177	167.15070941634826	O1	上课啊，就亲像咱现在疫情啊，迄种，拢，学生拢在网上在上课啊。
167.34619852816624	173.02290158288005	O2	想到迄个钉钉不是迄喽样，刚刚起来的时阵不是用坏的负分。
176.86438817731923	181.21840665524832	O2	其实讲，QQ伊着是，一个方便着是，为了讲。
181.60186606689123	186.1056344506973	O2	咱呐手机内存较细，讲会来把迄种相片放遐底啊啦
186.18834138262028	190.21090579887445	O1	对，对，即个是有，我嘛有在用，我嘛是安尼在创的。
190.2184246108675	197.97031977564887	O1	着是咱手机的迄个，有时汝毋小心把迄个讲相，相册的里面的迄个影儿给伊删删诶
198.29821605061272	205.581787436485	O1	啊汝啊共补充入QQ的吼，汝着不会去忘记，汝若想要，想到的时阵汝着进去QQ的里面摕起。
206.88775566653382	207.85790349457008	O1	啥物拢有。
210.38028784746436	212.00715112832518	O2	是啦，安尼刚即个较好。
212.29819547673605	213.99968551359967	O2	啊咱来讲讲抖音啧。
215.78326498206636	219.04445421938826	O1	遐是真正对，短，短视频的迄个。
219.46236405300388	222.70116526352493	O1	短视频里面是极多的啊，多到汝吼迄个。
224.3205658687855	226.79817416807808	O2	哈，嘿阿嫲，嘿，八十岁阿嫲嘿。
229.86533383979275	232.94741886270796	O1	亲像阮嫲，阮嫲也整日在抖音的里面遐看。
233.12652307711465	238.27576924130716	O1	还有，在迄个刷，伊家己的哦，若粉丝着比看家己又要一人较多哦。
242.59665841386868	245.94739975839394	O2	因为伊抖音里面啥物有，拢有啊，比如讲。
246.42501099681178	249.19366364451528	O2	新闻呐吼，啊，食的啦。
249.73843896333565	251.8429134826143	O2	啊迄美女啦，啊帅哥啦。
252.14888318222575	254.55186472551557	O1	汝着是看帅哥去的啦汝。
255.5444005803527	259.73842426770943	O2	是啊，讲到即，我前天看到一个噶真好看，真。
261.7011079505828	264.09662681827234	O1	与汝安尼讲，确实真正较好看。
264.31631680186706	267.27120991511543	O2	啊伊嘛有讲教汝安怎穿衫。
267.68474457473036	269.7900119327699	O2	所以讲今即软件的。
